"","case","id","sex","deg","yrdeg","field","startyr","year","rank","admin","salary"
"2617",2617,239,"M","PhD",70,"Other",78,88,"Assoc",0,5026
"2618",2618,239,"M","PhD",70,"Other",78,89,"Assoc",1,5392
"2619",2619,239,"M","PhD",70,"Other",78,90,"Assoc",1,5680
"2620",2620,239,"M","PhD",70,"Other",78,91,"Assoc",0,5318
"2621",2621,239,"M","PhD",70,"Other",78,92,"Assoc",0,5712
"2622",2622,239,"M","PhD",70,"Other",78,93,"Full",0,6223
"2623",2623,239,"M","PhD",70,"Other",78,94,"Full",0,6223
"2624",2624,239,"M","PhD",70,"Other",78,95,"Full",0,6382
"2625",2625,241,"F","PhD",78,"Other",88,88,"Assist",0,3174
"2626",2626,241,"F","PhD",78,"Other",88,89,"Assist",0,3596
"2627",2627,241,"F","PhD",78,"Other",88,90,"Assist",0,3818
"2628",2628,241,"F","PhD",78,"Other",88,91,"Assoc",0,4292
"2629",2629,241,"F","PhD",78,"Other",88,92,"Assoc",0,4610
"2630",2630,241,"F","PhD",78,"Other",88,93,"Assoc",0,4881
"2631",2631,241,"F","PhD",78,"Other",88,94,"Assoc",0,4881
"2632",2632,241,"F","PhD",78,"Other",88,95,"Assoc",0,5242
"2633",2633,242,"F","PhD",93,"Prof",93,93,"Assist",0,4445
"2634",2634,242,"F","PhD",93,"Prof",93,94,"Assist",0,4445
"2635",2635,242,"F","PhD",93,"Prof",93,95,"Assist",0,4588
"2636",2636,243,"M","PhD",78,"Prof",78,78,"Assist",0,1866
"2637",2637,243,"M","PhD",78,"Prof",78,79,"Assist",0,2079
"2638",2638,243,"M","PhD",78,"Prof",78,80,"Assist",0,2290
"2639",2639,243,"M","PhD",78,"Prof",78,81,"Assist",0,2642
"2640",2640,243,"M","PhD",78,"Prof",78,82,"Assist",0,2758
"2641",2641,243,"M","PhD",78,"Prof",78,83,"Assist",0,3658
"2642",2642,243,"M","PhD",78,"Prof",78,84,"Assoc",0,3962
"2643",2643,243,"M","PhD",78,"Prof",78,85,"Assoc",0,3962
"2644",2644,243,"M","PhD",78,"Prof",78,86,"Assoc",0,4510
"2645",2645,243,"M","PhD",78,"Prof",78,87,"Assoc",0,4736
"2646",2646,243,"M","PhD",78,"Prof",78,88,"Assoc",0,4874
"2647",2647,243,"M","PhD",78,"Prof",78,89,"Assoc",0,5215
"2648",2648,243,"M","PhD",78,"Prof",78,90,"Assoc",0,5617
"2649",2649,243,"M","PhD",78,"Prof",78,91,"Assoc",0,6313
"2650",2650,243,"M","PhD",78,"Prof",78,92,"Full",0,6684
"2651",2651,243,"M","PhD",78,"Prof",78,93,"Full",0,6878
"2652",2652,243,"M","PhD",78,"Prof",78,94,"Full",0,6878
"2653",2653,243,"M","PhD",78,"Prof",78,95,"Full",0,7494
"2654",2654,244,"M","PhD",64,"Other",67,76,"Assoc",0,2196
"2655",2655,244,"M","PhD",64,"Other",67,77,"Assoc",0,2419
"2656",2656,244,"M","PhD",64,"Other",67,78,"Assoc",0,2628
"2657",2657,244,"M","PhD",64,"Other",67,79,"Full",0,3032
"2658",2658,244,"M","PhD",64,"Other",67,80,"Full",0,3348
"2659",2659,244,"M","PhD",64,"Other",67,81,"Full",0,3777
"2660",2660,244,"M","PhD",64,"Other",67,82,"Full",0,3777
"2661",2661,244,"M","PhD",64,"Other",67,83,"Full",0,3985
"2662",2662,244,"M","PhD",64,"Other",67,84,"Full",0,4256
"2663",2663,244,"M","PhD",64,"Other",67,85,"Full",0,4256
"2664",2664,244,"M","PhD",64,"Other",67,86,"Full",0,5203
"2665",2665,244,"M","PhD",64,"Other",67,87,"Full",0,5464
"2666",2666,244,"M","PhD",64,"Other",67,88,"Full",0,5623
"2667",2667,244,"M","PhD",64,"Other",67,89,"Full",0,5846
"2668",2668,244,"M","PhD",64,"Other",67,90,"Full",0,6120
"2669",2669,244,"M","PhD",64,"Other",67,91,"Full",0,6781
"2670",2670,244,"M","PhD",64,"Other",67,92,"Full",0,6878
"2671",2671,244,"M","PhD",64,"Other",67,93,"Full",0,6977
"2672",2672,244,"M","PhD",64,"Other",67,94,"Full",0,6977
"2673",2673,244,"M","PhD",64,"Other",67,95,"Full",0,7180
"2674",2674,245,"M","PhD",71,"Prof",87,87,"Full",1,8029
"2675",2675,245,"M","PhD",71,"Prof",87,88,"Full",1,8262
"2676",2676,245,"M","PhD",71,"Prof",87,89,"Full",1,8966
"2677",2677,245,"M","PhD",71,"Prof",87,90,"Full",1,9796
"2678",2678,245,"M","PhD",71,"Prof",87,91,"Full",1,10054
"2679",2679,245,"M","PhD",71,"Prof",87,92,"Full",1,11826
"2680",2680,245,"M","PhD",71,"Prof",87,94,"Full",1,12522
"2681",2681,245,"M","PhD",71,"Prof",87,95,"Full",1,13258
"2682",2682,246,"M","PhD",73,"Other",75,76,"Assist",0,1652
"2683",2683,246,"M","PhD",73,"Other",75,77,"Assist",0,1904
"2684",2684,246,"M","PhD",73,"Other",75,78,"Assoc",0,2097
"2685",2685,246,"M","PhD",73,"Other",75,79,"Assoc",0,2369
"2686",2686,246,"M","PhD",73,"Other",75,80,"Assoc",0,2642
"2687",2687,246,"M","PhD",73,"Other",75,81,"Assoc",0,2920
"2688",2688,246,"M","PhD",73,"Other",75,82,"Assoc",0,3092
"2689",2689,246,"M","PhD",73,"Other",75,83,"Full",0,3357
"2690",2690,246,"M","PhD",73,"Other",75,84,"Full",0,3742
"2691",2691,246,"M","PhD",73,"Other",75,85,"Full",0,3742
"2692",2692,246,"M","PhD",73,"Other",75,86,"Full",0,4844
"2693",2693,246,"M","PhD",73,"Other",75,87,"Full",0,5087
"2694",2694,246,"M","PhD",73,"Other",75,88,"Full",0,5235
"2695",2695,246,"M","PhD",73,"Other",75,89,"Full",0,7244
"2696",2696,246,"M","PhD",73,"Other",75,90,"Full",0,7369
"2697",2697,246,"M","PhD",73,"Other",75,91,"Full",0,7712
"2698",2698,246,"M","PhD",73,"Other",75,92,"Full",0,7935
"2699",2699,246,"M","PhD",73,"Other",75,93,"Full",0,8165
"2700",2700,246,"M","PhD",73,"Other",75,94,"Full",0,8165
"2701",2701,246,"M","PhD",73,"Other",75,95,"Full",0,8402
"2702",2702,247,"M","PhD",75,"Arts",81,81,"Assist",0,2000
"2703",2703,247,"M","PhD",75,"Arts",81,82,"Assist",0,2290
"2704",2704,247,"M","PhD",75,"Arts",81,83,"Assist",0,2451
"2705",2705,247,"M","PhD",75,"Arts",81,84,"Assist",0,2732
"2706",2706,247,"M","PhD",75,"Arts",81,85,"Assoc",0,2811
"2707",2707,247,"M","PhD",75,"Arts",81,86,"Assoc",0,3437
"2708",2708,247,"M","PhD",75,"Arts",81,87,"Assoc",0,3610
"2709",2709,247,"M","PhD",75,"Arts",81,88,"Assoc",0,3768
"2710",2710,247,"M","PhD",75,"Arts",81,89,"Assoc",0,4090
"2711",2711,247,"M","PhD",75,"Arts",81,90,"Assoc",0,5229
"2712",2712,247,"M","PhD",75,"Arts",81,91,"Assoc",0,5318
"2713",2713,247,"M","PhD",75,"Arts",81,92,"Full",0,5631
"2714",2714,247,"M","PhD",75,"Arts",81,93,"Full",0,5712
"2715",2715,247,"M","PhD",75,"Arts",81,94,"Full",0,5712
"2716",2716,247,"M","PhD",75,"Arts",81,95,"Full",0,6048
"2717",2717,248,"M","PhD",91,"Prof",91,91,"Assist",0,5472
"2718",2718,248,"M","PhD",91,"Prof",91,92,"Assist",0,5551
"2719",2719,248,"M","PhD",91,"Prof",91,93,"Assist",0,5712
"2720",2720,248,"M","PhD",91,"Prof",91,94,"Assist",0,5712
"2721",2721,248,"M","PhD",91,"Prof",91,95,"Assist",0,6223
"2722",2722,249,"M","PhD",74,"Other",87,87,"Assoc",0,4410
"2723",2723,249,"M","PhD",74,"Other",87,88,"Assoc",0,4410
"2724",2724,249,"M","PhD",74,"Other",87,89,"Assoc",0,4718
"2725",2725,249,"M","PhD",74,"Other",87,90,"Assoc",0,4939
"2726",2726,249,"M","PhD",74,"Other",87,91,"Assoc",0,5095
"2727",2727,249,"M","PhD",74,"Other",87,92,"Assoc",0,5168
"2728",2728,249,"M","PhD",74,"Other",87,93,"Assoc",0,5318
"2729",2729,249,"M","PhD",74,"Other",87,94,"Assoc",0,5318
"2730",2730,249,"M","PhD",74,"Other",87,95,"Assoc",0,5472
"2731",2731,250,"F","PhD",70,"Arts",73,76,"Assoc",0,1683
"2732",2732,250,"F","PhD",70,"Arts",73,77,"Assoc",0,1942
"2733",2733,250,"F","PhD",70,"Arts",73,78,"Assoc",1,2216
"2734",2734,250,"F","PhD",70,"Arts",73,79,"Assoc",1,2497
"2735",2735,250,"F","PhD",70,"Arts",73,80,"Assoc",1,2732
"2736",2736,250,"F","PhD",70,"Arts",73,81,"Full",1,3112
"2737",2737,250,"F","PhD",70,"Arts",73,82,"Full",1,3275
"2738",2738,250,"F","PhD",70,"Arts",73,83,"Full",1,3505
"2739",2739,250,"F","PhD",70,"Arts",73,84,"Full",0,3723.881
"2740",2740,250,"F","PhD",70,"Arts",73,85,"Full",1,3742
"2741",2741,250,"F","PhD",70,"Arts",73,86,"Full",1,4321
"2742",2742,250,"F","PhD",70,"Arts",73,87,"Full",1,4538
"2743",2743,250,"F","PhD",70,"Arts",73,88,"Full",0,5208.955
"2744",2744,250,"F","PhD",70,"Arts",73,89,"Full",0,5601
"2745",2745,250,"F","PhD",70,"Arts",73,90,"Full",0,5863
"2746",2746,250,"F","PhD",70,"Arts",73,91,"Full",0,6135
"2747",2747,250,"F","PhD",70,"Arts",73,92,"Full",0,6313
"2748",2748,250,"F","PhD",70,"Arts",73,93,"Full",0,6404
"2749",2749,250,"F","PhD",70,"Arts",73,94,"Full",0,6404
"2750",2750,250,"F","PhD",70,"Arts",73,95,"Full",0,6684
"2751",2751,252,"M","PhD",84,"Prof",84,84,"Assist",0,3742
"2752",2752,252,"M","PhD",84,"Prof",84,85,"Assist",0,3742
"2753",2753,252,"M","PhD",84,"Prof",84,86,"Assist",0,4199
"2754",2754,252,"M","PhD",84,"Prof",84,87,"Assist",0,4410
"2755",2755,252,"M","PhD",84,"Prof",84,88,"Assist",0,4736
"2756",2756,252,"M","PhD",84,"Prof",84,89,"Assoc",0,5443
"2757",2757,252,"M","PhD",84,"Prof",84,90,"Assoc",0,6002.985
"2758",2758,252,"M","PhD",84,"Prof",84,91,"Assoc",0,6404
"2759",2759,252,"M","PhD",84,"Prof",84,92,"Assoc",0,6684
"2760",2760,252,"M","PhD",84,"Prof",84,93,"Assoc",0,6878
"2761",2761,252,"M","PhD",84,"Prof",84,94,"Full",0,7078
"2762",2762,252,"M","PhD",84,"Prof",84,95,"Full",0,8770
"2763",2763,253,"F","PhD",82,"Other",92,92,"Assoc",0,4610
"2764",2764,253,"F","PhD",82,"Other",92,93,"Assoc",0,4610
"2765",2765,253,"F","PhD",82,"Other",92,94,"Assoc",0,4610
"2766",2766,253,"F","PhD",82,"Other",92,95,"Assoc",0,4812
"2767",2767,254,"M","PhD",55,"Other",56,76,"Full",0,3475
"2768",2768,254,"M","PhD",55,"Other",56,77,"Full",0,3818
"2769",2769,254,"M","PhD",55,"Other",56,78,"Full",0,3818
"2770",2770,254,"M","PhD",55,"Other",56,79,"Full",0,4217
"2771",2771,254,"M","PhD",55,"Other",56,80,"Full",0,4778
"2772",2772,254,"M","PhD",55,"Other",56,81,"Full",0,5174
"2773",2773,254,"M","PhD",55,"Other",56,82,"Full",0,5174
"2774",2774,254,"M","PhD",55,"Other",56,83,"Full",0,5779
"2775",2775,254,"M","PhD",55,"Other",56,84,"Full",0,6084
"2776",2776,254,"M","PhD",55,"Other",56,85,"Full",0,6084
"2777",2777,254,"M","PhD",55,"Other",56,86,"Full",0,7764
"2778",2778,254,"M","PhD",55,"Other",56,87,"Full",0,8153
"2779",2779,254,"M","PhD",55,"Other",56,88,"Full",1,8757
"2780",2780,254,"M","PhD",55,"Other",56,89,"Full",1,9505
"2781",2781,254,"M","PhD",55,"Other",56,90,"Full",1,10092
"2782",2782,254,"M","PhD",55,"Other",56,91,"Full",1,10713
"2783",2783,254,"M","PhD",55,"Other",56,92,"Full",1,11024
"2784",2784,254,"M","PhD",55,"Other",56,93,"Full",0,11343
"2785",2785,254,"M","PhD",55,"Other",56,94,"Full",0,11343
"2786",2786,254,"M","PhD",55,"Other",56,95,"Full",0,11507
"2787",2787,255,"M","PhD",67,"Arts",67,76,"Assist",0,1652
"2788",2788,255,"M","PhD",67,"Arts",67,77,"Assist",0,1754
"2789",2789,255,"M","PhD",67,"Arts",67,78,"Assist",0,1904
"2790",2790,255,"M","PhD",67,"Arts",67,79,"Assist",0,2079
"2791",2791,255,"M","PhD",67,"Arts",67,80,"Assist",0,2205
"2792",2792,255,"M","PhD",67,"Arts",67,81,"Assist",0,2357
"2793",2793,255,"M","PhD",67,"Arts",67,82,"Assist",0,2425
"2794",2794,255,"M","PhD",67,"Arts",67,83,"Assist",0,2558
"2795",2795,255,"M","PhD",67,"Arts",67,84,"Assist",0,2694
"2796",2796,255,"M","PhD",67,"Arts",67,85,"Assist",0,2694
"2797",2797,255,"M","PhD",67,"Arts",67,86,"Assist",0,2774
"2798",2798,255,"M","PhD",67,"Arts",67,87,"Assist",0,2913
"2799",2799,255,"M","PhD",67,"Arts",67,88,"Assist",0,3085
"2800",2800,255,"M","PhD",67,"Arts",67,89,"Assist",0,3301
"2801",2801,255,"M","PhD",67,"Arts",67,90,"Assist",0,3357
"2802",2802,255,"M","PhD",67,"Arts",67,91,"Assist",0,3828
"2803",2803,255,"M","PhD",67,"Arts",67,92,"Assist",0,3828
"2804",2804,255,"M","PhD",67,"Arts",67,93,"Assist",0,3939
"2805",2805,255,"M","PhD",67,"Arts",67,94,"Assist",0,3939
"2806",2806,255,"M","PhD",67,"Arts",67,95,"Assist",0,4292
"2807",2807,256,"M","PhD",67,"Other",70,76,"Assoc",0,1982
"2808",2808,256,"M","PhD",67,"Other",70,77,"Assoc",0,2136
"2809",2809,256,"M","PhD",67,"Other",70,78,"Assoc",0,2216
"2810",2810,256,"M","PhD",67,"Other",70,79,"Assoc",0,2411
"2811",2811,256,"M","PhD",67,"Other",70,80,"Assoc",0,2597
"2812",2812,256,"M","PhD",67,"Other",70,81,"Assoc",0,2823.881
"2813",2813,256,"M","PhD",67,"Other",70,82,"Assoc",0,2962
"2814",2814,256,"M","PhD",67,"Other",70,83,"Full",0,3310
"2815",2815,256,"M","PhD",67,"Other",70,84,"Full",0,3742
"2816",2816,256,"M","PhD",67,"Other",70,85,"Full",0,3742
"2817",2817,256,"M","PhD",67,"Other",70,86,"Full",0,3854
"2818",2818,256,"M","PhD",67,"Other",70,87,"Full",0,4047
"2819",2819,256,"M","PhD",67,"Other",70,88,"Full",0,4047
"2820",2820,256,"M","PhD",67,"Other",70,89,"Full",0,4456
"2821",2821,256,"M","PhD",67,"Other",70,90,"Full",0,4533
"2822",2822,256,"M","PhD",67,"Other",70,91,"Full",0,4676
"2823",2823,256,"M","PhD",67,"Other",70,92,"Full",0,4676
"2824",2824,256,"M","PhD",67,"Other",70,93,"Full",0,4676
"2825",2825,256,"M","PhD",67,"Other",70,94,"Full",0,4676
"2826",2826,256,"M","PhD",67,"Other",70,95,"Full",0,4676
"2827",2827,257,"F","PhD",93,"Other",93,93,"Assist",0,5022
"2828",2828,257,"F","PhD",93,"Other",93,94,"Assist",0,5022
"2829",2829,257,"F","PhD",93,"Other",93,95,"Assist",0,5242
"2830",2830,258,"F","PhD",88,"Other",95,95,"Assist",0,5168
"2831",2831,259,"F","PhD",85,"Other",91,91,"Assist",0,5095
"2832",2832,259,"F","PhD",85,"Other",91,92,"Assist",0,5242
"2833",2833,259,"F","PhD",85,"Other",91,93,"Assoc",0,5631
"2834",2834,259,"F","PhD",85,"Other",91,94,"Assoc",0,5631
"2835",2835,259,"F","PhD",85,"Other",91,95,"Assoc",0,6048
"2836",2836,260,"F","PhD",89,"Other",91,91,"Assist",0,3939
"2837",2837,260,"F","PhD",89,"Other",91,92,"Assist",0,3939
"2838",2838,260,"F","PhD",89,"Other",91,93,"Assist",0,4053
"2839",2839,260,"F","PhD",89,"Other",91,94,"Assist",0,4053
"2840",2840,260,"F","PhD",89,"Other",91,95,"Assist",0,4112
"2841",2841,261,"F","PhD",70,"Other",72,76,"Assist",0,1574
"2842",2842,261,"F","PhD",70,"Other",72,77,"Assist",0,1715
"2843",2843,261,"F","PhD",70,"Other",72,78,"Assist",0,1800
"2844",2844,261,"F","PhD",70,"Other",72,79,"Assist",0,2000
"2845",2845,261,"F","PhD",70,"Other",72,80,"Assist",0,2152
"2846",2846,261,"F","PhD",70,"Other",72,81,"Assist",0,2353
"2847",2847,261,"F","PhD",70,"Other",72,82,"Assist",0,2492
"2848",2848,261,"F","PhD",70,"Other",72,83,"Assist",0,2630
"2849",2849,261,"F","PhD",70,"Other",72,84,"Assoc",0,3016
"2850",2850,261,"F","PhD",70,"Other",72,85,"Assoc",0,3016
"2851",2851,261,"F","PhD",70,"Other",72,86,"Assoc",0,3384
"2852",2852,261,"F","PhD",70,"Other",72,87,"Assoc",0,3555
"2853",2853,261,"F","PhD",70,"Other",72,88,"Assoc",0,3764
"2854",2854,261,"F","PhD",70,"Other",72,89,"Assoc",0,4264
"2855",2855,261,"F","PhD",70,"Other",72,90,"Assoc",0,4527
"2856",2856,261,"F","PhD",70,"Other",72,91,"Full",0,4945
"2857",2857,261,"F","PhD",70,"Other",72,92,"Full",0,5236
"2858",2858,261,"F","PhD",70,"Other",72,93,"Full",0,6488
"2859",2859,261,"F","PhD",70,"Other",72,94,"Full",0,6488
"2860",2860,261,"F","PhD",70,"Other",72,95,"Full",0,6870
"2861",2861,262,"M","PhD",63,"Other",74,76,"Full",1,2928
"2862",2862,262,"M","PhD",63,"Other",74,77,"Full",1,3191
"2863",2863,262,"M","PhD",63,"Other",74,78,"Full",1,3322
"2864",2864,262,"M","PhD",63,"Other",74,79,"Full",1,3628
"2865",2865,262,"M","PhD",63,"Other",74,80,"Full",1,3871
"2866",2866,262,"M","PhD",63,"Other",74,81,"Full",0,4421
"2867",2867,262,"M","PhD",63,"Other",74,82,"Full",0,4421
"2868",2868,262,"M","PhD",63,"Other",74,83,"Full",0,4664
"2869",2869,262,"M","PhD",63,"Other",74,84,"Full",0,4771
"2870",2870,262,"M","PhD",63,"Other",74,85,"Full",0,4771
"2871",2871,262,"M","PhD",63,"Other",74,86,"Full",0,4914
"2872",2872,262,"M","PhD",63,"Other",74,87,"Full",0,5160
"2873",2873,262,"M","PhD",63,"Other",74,88,"Full",0,5160
"2874",2874,262,"M","PhD",63,"Other",74,89,"Full",0,5366
"2875",2875,262,"M","PhD",63,"Other",74,90,"Full",0,5458
"2876",2876,262,"M","PhD",63,"Other",74,91,"Full",0,5551
"2877",2877,262,"M","PhD",63,"Other",74,92,"Full",0,5712
"2878",2878,262,"M","PhD",63,"Other",74,93,"Full",0,5878
"2879",2879,262,"M","PhD",63,"Other",74,94,"Full",0,5878
"2880",2880,262,"M","PhD",63,"Other",74,95,"Full",0,6123
"2881",2881,264,"M","PhD",58,"Prof",53,76,"Full",0,2936
"2882",2882,264,"M","PhD",58,"Prof",53,77,"Full",0,3294
"2883",2883,264,"M","PhD",58,"Prof",53,78,"Full",0,3481
"2884",2884,264,"M","PhD",58,"Prof",53,79,"Full",0,3906
"2885",2885,264,"M","PhD",58,"Prof",53,80,"Full",0,4222
"2886",2886,264,"M","PhD",58,"Prof",53,81,"Full",0,4886
"2887",2887,264,"M","PhD",58,"Prof",53,82,"Full",0,5248
"2888",2888,264,"M","PhD",58,"Prof",53,83,"Full",0,5617
"2889",2889,264,"M","PhD",58,"Prof",53,84,"Full",0,5997
"2890",2890,264,"M","PhD",58,"Prof",53,85,"Full",0,5997
"2891",2891,264,"M","PhD",58,"Prof",53,86,"Full",0,7126
"2892",2892,264,"M","PhD",58,"Prof",53,87,"Full",0,7483
"2893",2893,264,"M","PhD",58,"Prof",53,88,"Full",0,7700
"2894",2894,264,"M","PhD",58,"Prof",53,89,"Full",0,8239
"2895",2895,264,"M","PhD",58,"Prof",53,90,"Full",0,9532
"2896",2896,264,"M","PhD",58,"Prof",53,91,"Full",0,10118
"2897",2897,264,"M","PhD",58,"Prof",53,92,"Full",0,10561
"2898",2898,264,"M","PhD",58,"Prof",53,93,"Full",0,10867
"2899",2899,264,"M","PhD",58,"Prof",53,94,"Full",0,10867
"2900",2900,264,"M","PhD",58,"Prof",53,95,"Full",0,11343
"2901",2901,265,"M","PhD",75,"Other",85,85,"Full",0,4505
"2902",2902,265,"M","PhD",75,"Other",85,86,"Full",0,4641
"2903",2903,265,"M","PhD",75,"Other",85,87,"Full",0,5160
"2904",2904,265,"M","PhD",75,"Other",85,88,"Full",0,4939
"2905",2905,265,"M","PhD",75,"Other",85,89,"Full",0,5931
"2906",2906,265,"M","PhD",75,"Other",85,90,"Full",1,6960
"2907",2907,265,"M","PhD",75,"Other",85,91,"Full",1,7602
"2908",2908,265,"M","PhD",75,"Other",85,92,"Full",0,7195
"2909",2909,265,"M","PhD",75,"Other",85,93,"Full",0,7388
"2910",2910,265,"M","PhD",75,"Other",85,94,"Full",0,7388
"2911",2911,265,"M","PhD",75,"Other",85,95,"Full",0,7602
"2912",2912,266,"M","PhD",77,"Arts",78,78,"Assist",0,1608
"2913",2913,266,"M","PhD",77,"Arts",78,79,"Assist",0,1764
"2914",2914,266,"M","PhD",77,"Arts",78,80,"Assist",0,1875
"2915",2915,266,"M","PhD",77,"Arts",78,81,"Assist",0,2042
"2916",2916,266,"M","PhD",77,"Arts",78,82,"Assist",0,2102
"2917",2917,266,"M","PhD",77,"Arts",78,83,"Assist",0,2315
"2918",2918,266,"M","PhD",77,"Arts",78,84,"Assist",0,2507
"2919",2919,266,"M","PhD",77,"Arts",78,85,"Assoc",0,2581
"2920",2920,266,"M","PhD",77,"Arts",78,86,"Assoc",0,2855
"2921",2921,266,"M","PhD",77,"Arts",78,87,"Assoc",0,2998
"2922",2922,266,"M","PhD",77,"Arts",78,88,"Assoc",0,3361
"2923",2923,266,"M","PhD",77,"Arts",78,89,"Assoc",0,3754
"2924",2924,266,"M","PhD",77,"Arts",78,90,"Assoc",0,3873
"2925",2925,266,"M","PhD",77,"Arts",78,91,"Assoc",0,4053
"2926",2926,266,"M","PhD",77,"Arts",78,92,"Assoc",0,4171
"2927",2927,266,"M","PhD",77,"Arts",78,93,"Assoc",0,4292
"2928",2928,266,"M","PhD",77,"Arts",78,94,"Assoc",0,4292
"2929",2929,266,"M","PhD",77,"Arts",78,95,"Assoc",0,4353
"2930",2930,267,"M","PhD",90,"Other",91,91,"Assist",0,3130
"2931",2931,267,"M","PhD",90,"Other",91,92,"Assist",0,3221
"2932",2932,267,"M","PhD",90,"Other",91,93,"Assist",0,3314
"2933",2933,267,"M","PhD",90,"Other",91,94,"Assist",0,3663
"2934",2934,267,"M","PhD",90,"Other",91,95,"Assist",0,3769
"2935",2935,269,"M","PhD",76,"Other",80,80,"Assist",0,2079
"2936",2936,269,"M","PhD",76,"Other",80,81,"Assist",0,2255
"2937",2937,269,"M","PhD",76,"Other",80,82,"Assist",0,2255
"2938",2938,269,"M","PhD",76,"Other",80,83,"Assist",0,2482
"2939",2939,269,"M","PhD",76,"Other",80,84,"Assoc",0,2977
"2940",2940,269,"M","PhD",76,"Other",80,85,"Assoc",0,2977
"2941",2941,269,"M","PhD",76,"Other",80,86,"Assoc",0,3487
"2942",2942,269,"M","PhD",76,"Other",80,87,"Assoc",0,3662
"2943",2943,269,"M","PhD",76,"Other",80,88,"Full",0,4944
"2944",2944,269,"M","PhD",76,"Other",80,89,"Full",0,5290
"2945",2945,269,"M","PhD",76,"Other",80,90,"Full",0,5617
"2946",2946,269,"M","PhD",76,"Other",80,91,"Full",0,5794
"2947",2947,269,"M","PhD",76,"Other",80,92,"Full",0,5962
"2948",2948,269,"M","PhD",76,"Other",80,93,"Full",0,6223
"2949",2949,269,"M","PhD",76,"Other",80,94,"Full",0,6223
"2950",2950,269,"M","PhD",76,"Other",80,95,"Full",0,6496
"2951",2951,270,"M","PhD",76,"Prof",83,83,"Assist",0,2642
"2952",2952,270,"M","PhD",76,"Prof",83,84,"Assist",0,2892
"2953",2953,270,"M","PhD",76,"Prof",83,85,"Assist",0,2892
"2954",2954,270,"M","PhD",76,"Prof",83,86,"Assist",0,3487
"2955",2955,270,"M","PhD",76,"Prof",83,87,"Assoc",0,3768
"2956",2956,270,"M","PhD",76,"Prof",83,88,"Assoc",0,3933
"2957",2957,270,"M","PhD",76,"Prof",83,89,"Assoc",0,4393
"2958",2958,270,"M","PhD",76,"Prof",83,90,"Assoc",0,4800
"2959",2959,270,"M","PhD",76,"Prof",83,91,"Assoc",0,5318
"2960",2960,270,"M","PhD",76,"Prof",83,92,"Assoc",0,5551
"2961",2961,270,"M","PhD",76,"Prof",83,93,"Assoc",0,5631
"2962",2962,270,"M","PhD",76,"Prof",83,94,"Assoc",0,5631
"2963",2963,270,"M","PhD",76,"Prof",83,95,"Assoc",0,5794
"2964",2964,271,"M","PhD",75,"Other",80,80,"Assist",0,2200
"2965",2965,271,"M","PhD",75,"Other",80,81,"Assist",0,2425
"2966",2966,271,"M","PhD",75,"Other",80,82,"Assist",0,2567
"2967",2967,271,"M","PhD",75,"Other",80,83,"Assist",0,2827
"2968",2968,271,"M","PhD",75,"Other",80,84,"Assist",0,3107
"2969",2969,271,"M","PhD",75,"Other",80,85,"Assoc",0,3197
"2970",2970,271,"M","PhD",75,"Other",80,86,"Assoc",0,3692
"2971",2971,271,"M","PhD",75,"Other",80,87,"Assoc",0,3877
"2972",2972,271,"M","PhD",75,"Other",80,88,"Assoc",0,4105
"2973",2973,271,"M","PhD",75,"Other",80,89,"Assoc",0,4456
"2974",2974,271,"M","PhD",75,"Other",80,90,"Full",0,4844.776
"2975",2975,271,"M","PhD",75,"Other",80,91,"Full",0,5095
"2976",2976,271,"M","PhD",75,"Other",80,92,"Full",0,5095
"2977",2977,271,"M","PhD",75,"Other",80,93,"Full",0,5242
"2978",2978,271,"M","PhD",75,"Other",80,94,"Full",0,5242
"2979",2979,271,"M","PhD",75,"Other",80,95,"Full",0,5712
"2980",2980,272,"M","PhD",94,"Prof",95,95,"Assist",0,4445
"2981",2981,273,"M","PhD",78,"Arts",80,80,"Assist",0,1889
"2982",2982,273,"M","PhD",78,"Arts",80,81,"Assist",0,2163
"2983",2983,273,"M","PhD",78,"Arts",80,82,"Assist",0,2323
"2984",2984,273,"M","PhD",78,"Arts",80,83,"Assist",0,2451
"2985",2985,273,"M","PhD",78,"Arts",80,84,"Assist",0,2617
"2986",2986,273,"M","PhD",78,"Arts",80,85,"Assist",0,2617
"2987",2987,273,"M","PhD",78,"Arts",80,86,"Assoc",1,4199
"2988",2988,273,"M","PhD",78,"Arts",80,87,"Assoc",1,4410
"2989",2989,273,"M","PhD",78,"Arts",80,88,"Assoc",1,4669
"2990",2990,273,"M","PhD",78,"Arts",80,89,"Assoc",1,6842
"2991",2991,273,"M","PhD",78,"Arts",80,90,"Assoc",1,6960
"2992",2992,273,"M","PhD",78,"Arts",80,91,"Assoc",1,7388
"2993",2993,273,"M","PhD",78,"Arts",80,92,"Assoc",1,7935
"2994",2994,273,"M","PhD",78,"Arts",80,93,"Assoc",1,8165
"2995",2995,273,"M","PhD",78,"Arts",80,94,"Assoc",1,8165
"2996",2996,273,"M","PhD",78,"Arts",80,95,"Assoc",0,8283
"2997",2997,275,"F","PhD",90,"Prof",90,90,"Assist",0,5010
"2998",2998,275,"F","PhD",90,"Prof",90,91,"Assist",0,5095
"2999",2999,275,"F","PhD",90,"Prof",90,92,"Assist",0,5318
"3000",3000,275,"F","PhD",90,"Prof",90,93,"Assist",0,5551
